Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440533125443,1440533135379,9936,True,
1,count at DataValidators.scala:38,,800,1440533135691,1440534326766,1191075,True,
2,count at GradientDescent.scala:161,,800,1440534326877,1440534398248,71371,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440534399470,1440534473958,74488,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440534473972,1440534474810,838,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440534474958,1440534549118,74160,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440534549124,1440534549441,317,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440534549527,1440534624254,74727,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440534624260,1440534624670,410,True,
9,mean at LogisticRegressionApp.java:93,,800,1440534624738,1440534721355,96617,True,
