Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438279710710,1438279725380,14670,True,
1,count at DataValidators.scala:38,,1600,1438279725850,1438280418563,692713,True,
2,count at GradientDescent.scala:161,,1600,1438280418679,1438280466054,47375,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1438280467228,1438280526345,59117,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1438280526361,1438280527944,1583,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1438280528117,1438280579015,50898,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1438280579021,1438280579437,416,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1438280579521,1438280625361,45840,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1438280625367,1438280625730,363,True,
9,mean at LogisticRegressionApp.java:93,,1600,1438280625835,1438280674074,48239,True,
