Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440537590176,1440537602043,11867,True,
1,count at DataValidators.scala:38,,800,1440537602325,1440539310866,1708541,True,
2,count at GradientDescent.scala:161,,800,1440539310964,1440539417280,106316,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440539418544,1440539536059,117515,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440539536076,1440539536945,869,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440539537072,1440539641916,104844,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440539641922,1440539642265,343,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440539642352,1440539746959,104607,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440539746966,1440539747297,331,True,
9,mean at LogisticRegressionApp.java:93,,800,1440539747405,1440539859382,111977,True,
