Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,15248,15358,110,0.7162391
1,1195225,1195600,375,0.031365007
2,116019,116117,98,0.08439764
3,144459,144632,173,0.119613916
4,116876,117010,134,0.114520125
5,120279,120346,67,0.05567281
6,132588,132639,51,0.03845023
