Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440691631013,1440691641794,10781,True,
1,count at DataValidators.scala:38,,800,1440691642079,1440692262110,620031,True,
2,count at GradientDescent.scala:161,,800,1440692262188,1440692290664,28476,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440692291807,1440692320112,28305,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440692320126,1440692320945,819,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440692321050,1440692349570,28520,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440692349576,1440692349870,294,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440692349930,1440692377730,27800,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440692377736,1440692377957,221,True,
9,mean at LogisticRegressionApp.java:93,,800,1440692378050,1440692411573,33523,True,
