Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438275782113,1438275795934,13821,True,
1,count at DataValidators.scala:38,,800,1438275796235,1438276433342,637107,True,
2,count at GradientDescent.scala:161,,800,1438276433416,1438276469783,36367,True,
3,treeAggregate at GradientDescent.scala:189,,800,1438276470874,1438276511555,40681,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1438276511575,1438276512399,824,True,
5,treeAggregate at GradientDescent.scala:189,,800,1438276512503,1438276552206,39703,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1438276552211,1438276553175,964,True,
7,treeAggregate at GradientDescent.scala:189,,800,1438276553242,1438276592456,39214,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1438276592462,1438276592839,377,True,
9,mean at LogisticRegressionApp.java:93,,800,1438276593088,1438276639316,46228,True,
