Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,13821,13900,79,0.5683453
1,637107,637336,229,0.035930812
2,36367,36425,58,0.15923129
3,41505,41634,129,0.3098429
4,40667,40745,78,0.19143453
5,39591,39635,44,0.111012995
6,46228,46264,36,0.07781428
