Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438291800945,1438291815511,14566,0,0,0,
1,1438291815573,1438292731049,915476,1,1,1,
2,1438292731066,1438292807754,76688,2,2,2,
3,1438292808844,1438292896689,87845,3 4,4,3,
4,1438292896719,1438292984157,87438,5 6,6,5,
5,1438292984183,1438293066040,81857,7 8,8,7,
6,1438293066083,1438293160377,94294,9,9,9,
