Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440688187011,1440688190918,3907,True,
1,count at DataValidators.scala:38,,800,1440688191296,1440688245760,54464,True,
2,count at GradientDescent.scala:161,,800,1440688245839,1440688246852,1013,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440688250790,1440688253622,2832,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440688253639,1440688254097,458,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440688254189,1440688255088,899,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440688255094,1440688255264,170,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440688255324,1440688256207,883,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440688256213,1440688256345,132,True,
9,mean at LogisticRegressionApp.java:93,,800,1440688256421,1440688257700,1279,True,
