Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440180873145,1440180887393,14248,True,
1,count at DataValidators.scala:38,,800,1440180887730,1440181941427,1053697,True,
2,count at GradientDescent.scala:161,,800,1440181941510,1440182011451,69941,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440182012590,1440182087528,74938,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440182087541,1440182088439,898,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440182088565,1440182186762,98197,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440182186769,1440182187128,359,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440182187194,1440182262044,74850,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440182262049,1440182262373,324,True,
9,mean at LogisticRegressionApp.java:93,,800,1440182262430,1440182340493,78063,True,
