Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,13406,13507,101,0.7477604
1,2453615,2453994,379,0.015444211
2,160899,161002,103,0.06397436
3,164423,164607,184,0.111781396
4,162855,162978,123,0.075470306
5,168485,168554,69,0.040936437
6,171129,171184,55,0.032129172
