Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440547228751,1440547242157,13406,True,
1,count at DataValidators.scala:38,,1600,1440547242635,1440549696250,2453615,True,
2,count at GradientDescent.scala:161,,1600,1440549696371,1440549857270,160899,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1440549858471,1440550021527,163056,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1440550021544,1440550022911,1367,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1440550023052,1440550185147,162095,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1440550185157,1440550185917,760,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1440550186005,1440550353509,167504,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1440550353516,1440550354497,981,True,
9,mean at LogisticRegressionApp.java:93,,1600,1440550354605,1440550525734,171129,True,
