Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438293752355,1438293766099,13744,True,
1,count at DataValidators.scala:38,,1600,1438293766562,1438294713015,946453,True,
2,count at GradientDescent.scala:161,,1600,1438294713128,1438294790023,76895,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1438294791998,1438294874107,82109,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1438294874123,1438294876173,2050,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1438294876326,1438294972448,96122,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1438294972457,1438294973140,683,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1438294973224,1438295072429,99205,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1438295072439,1438295073051,612,True,
9,mean at LogisticRegressionApp.java:93,,1600,1438295073174,1438295160149,86975,True,
