Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440530049504,1440530057835,8331,True,
1,count at DataValidators.scala:38,,800,1440530058105,1440530860034,801929,True,
2,count at GradientDescent.scala:161,,800,1440530860130,1440530893131,33001,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440530894300,1440530931342,37042,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440530931357,1440530932252,895,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440530932363,1440530966877,34514,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440530966883,1440530967234,351,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440530967300,1440531001338,34038,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440531001344,1440531001595,251,True,
9,mean at LogisticRegressionApp.java:93,,800,1440531001671,1440531039188,37517,True,
