Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440543721608,1440543735135,13527,True,
1,count at DataValidators.scala:38,,800,1440543735435,1440545676513,1941078,True,
2,count at GradientDescent.scala:161,,800,1440545676607,1440545863873,187266,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440545866367,1440546027287,160920,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440546027303,1440546028124,821,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440546028259,1440546187441,159182,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440546187449,1440546187870,421,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440546187952,1440546347087,159135,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440546347093,1440546347598,505,True,
9,mean at LogisticRegressionApp.java:93,,800,1440546347680,1440546534940,187260,True,
