Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440528030686,1440528034324,3638,True,
1,count at DataValidators.scala:38,,800,1440528034604,1440528142270,107666,True,
2,count at GradientDescent.scala:161,,800,1440528142348,1440528143450,1102,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440528144496,1440528147422,2926,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440528147438,1440528147805,367,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440528147905,1440528149342,1437,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440528149348,1440528149576,228,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440528149633,1440528151014,1381,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440528151019,1440528151169,150,True,
9,mean at LogisticRegressionApp.java:93,,800,1440528151220,1440528153274,2054,True,
