Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1440528030602,1440528034335,3733,0,0,0,
1,1440528034377,1440528142270,107893,1,1,1,
2,1440528142286,1440528143451,1165,2,2,2,
3,1440528144402,1440528147805,3403,3 4,4,3,
4,1440528147835,1440528149576,1741,5 6,6,5,
5,1440528149599,1440528151169,1570,7 8,8,7,
6,1440528151195,1440528153274,2079,9,9,9,
