Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440205306002,1440205320895,14893,True,
1,count at DataValidators.scala:38,,1600,1440205321361,1440207054793,1733432,True,
2,count at GradientDescent.scala:161,,1600,1440207054913,1440207211850,156937,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1440207214157,1440207341345,127188,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1440207341363,1440207342712,1349,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1440207342850,1440207481902,139052,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1440207481909,1440207482456,547,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1440207482539,1440207612651,130112,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1440207612657,1440207613349,692,True,
9,mean at LogisticRegressionApp.java:93,,1600,1440207613461,1440207745603,132142,True,
