Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440610832258,1440610845576,13318,True,
1,count at DataValidators.scala:38,,2400,1440610846154,1440615567256,4721102,True,
2,count at GradientDescent.scala:161,,2400,1440615567501,1440615980101,412600,True,
3,treeAggregate at GradientDescent.scala:189,,2400,1440615981640,1440616340532,358892,True,
4,treeAggregate at GradientDescent.scala:189,3,48,1440616340550,1440616341864,1314,True,
5,treeAggregate at GradientDescent.scala:189,,2400,1440616342049,1440616724513,382464,True,
6,treeAggregate at GradientDescent.scala:189,5,48,1440616724523,1440616725319,796,True,
7,treeAggregate at GradientDescent.scala:189,,2400,1440616725449,1440617086054,360605,True,
8,treeAggregate at GradientDescent.scala:189,7,48,1440617086064,1440617086840,776,True,
9,mean at LogisticRegressionApp.java:93,,2400,1440617086991,1440617479139,392148,True,
