Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440696987993,1440697001481,13488,True,
1,count at DataValidators.scala:38,,1600,1440697001907,1440697966434,964527,True,
2,count at GradientDescent.scala:161,,1600,1440697966550,1440698042828,76278,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1440698044033,1440698108418,64385,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1440698108438,1440698115257,6819,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1440698115431,1440698184076,68645,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1440698184082,1440698184542,460,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1440698184631,1440698249262,64631,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1440698249270,1440698249833,563,True,
9,mean at LogisticRegressionApp.java:93,,1600,1440698249923,1440698325698,75775,True,
