Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,11515,11608,93,0.80117166
1,1355165,1355384,219,0.016157784
2,109262,109342,80,0.07316493
3,107366,107493,127,0.11814723
4,96342,96445,103,0.10679662
5,96027,96093,66,0.06868346
6,101331,101363,32,0.031569704
