Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440535190125,1440535201640,11515,True,
1,count at DataValidators.scala:38,,800,1440535201936,1440536557101,1355165,True,
2,count at GradientDescent.scala:161,,800,1440536557197,1440536666459,109262,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440536667616,1440536774175,106559,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440536774191,1440536774998,807,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440536775124,1440536871134,96010,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440536871142,1440536871474,332,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440536871558,1440536967224,95666,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440536967232,1440536967593,361,True,
9,mean at LogisticRegressionApp.java:93,,800,1440536967682,1440537069013,101331,True,
