Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438282748023,1438282761362,13339,0,0,0,
1,1438282761430,1438283521795,760365,1,1,1,
2,1438283521811,1438283577057,55246,2,2,2,
3,1438283579484,1438283639473,59989,3 4,4,3,
4,1438283639498,1438283696439,56941,5 6,6,5,
5,1438283696461,1438283750558,54097,7 8,8,7,
6,1438283750734,1438283808546,57812,9,9,9,
