Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438282748122,1438282761354,13232,True,
1,count at DataValidators.scala:38,,1600,1438282761799,1438283521794,759995,True,
2,count at GradientDescent.scala:161,,1600,1438283521909,1438283577057,55148,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1438283579638,1438283638338,58700,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1438283638356,1438283639473,1117,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1438283639598,1438283696082,56484,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1438283696088,1438283696439,351,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1438283696512,1438283750117,53605,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1438283750124,1438283750558,434,True,
9,mean at LogisticRegressionApp.java:93,,1600,1438283750774,1438283808546,57772,True,
