Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438287772242,1438287785529,13287,True,
1,count at DataValidators.scala:38,,1600,1438287785989,1438288636467,850478,True,
2,count at GradientDescent.scala:161,,1600,1438288636584,1438288703290,66706,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1438288704547,1438288790400,85853,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1438288790414,1438288791635,1221,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1438288791773,1438288881301,89528,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1438288881306,1438288881844,538,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1438288881923,1438289034852,152929,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1438289034861,1438289035483,622,True,
9,mean at LogisticRegressionApp.java:93,,1600,1438289035584,1438289128313,92729,True,
