Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438319769934,1438319785194,15260,True,
1,count at DataValidators.scala:38,,2400,1438319785796,1438321067026,1281230,True,
2,count at GradientDescent.scala:161,,2400,1438321067175,1438321192315,125140,True,
3,treeAggregate at GradientDescent.scala:189,,2400,1438321193520,1438321311691,118171,True,
4,treeAggregate at GradientDescent.scala:189,3,48,1438321311711,1438321312937,1226,True,
5,treeAggregate at GradientDescent.scala:189,,2400,1438321313095,1438321436553,123458,True,
6,treeAggregate at GradientDescent.scala:189,5,48,1438321436561,1438321437226,665,True,
7,treeAggregate at GradientDescent.scala:189,,2400,1438321437330,1438321555419,118089,True,
8,treeAggregate at GradientDescent.scala:189,7,48,1438321555427,1438321556015,588,True,
9,mean at LogisticRegressionApp.java:93,,2400,1438321556145,1438321679319,123174,True,
