Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438273538169,1438273550670,12501,True,
1,count at DataValidators.scala:38,,800,1438273550998,1438274087443,536445,True,
2,count at GradientDescent.scala:161,,800,1438274087518,1438274115247,27729,True,
3,treeAggregate at GradientDescent.scala:189,,800,1438274116346,1438274145795,29449,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1438274145814,1438274148155,2341,True,
5,treeAggregate at GradientDescent.scala:189,,800,1438274148254,1438274175469,27215,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1438274175475,1438274176198,723,True,
7,treeAggregate at GradientDescent.scala:189,,800,1438274176265,1438274208180,31915,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1438274208185,1438274208402,217,True,
9,mean at LogisticRegressionApp.java:93,,800,1438274208495,1438274238107,29612,True,
