Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,10982,11060,78,0.7052441
1,287958,288205,247,0.08570289
2,1088,1149,61,5.3089643
3,3150,3278,128,3.90482
4,1856,1934,78,4.033092
5,1809,1849,40,2.1633315
6,3882,3910,28,0.71611255
