Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438267281640,1438267292622,10982,True,
1,count at DataValidators.scala:38,,800,1438267292904,1438267580862,287958,True,
2,count at GradientDescent.scala:161,,800,1438267580939,1438267582027,1088,True,
3,treeAggregate at GradientDescent.scala:189,,800,1438267583015,1438267585777,2762,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1438267585794,1438267586182,388,True,
5,treeAggregate at GradientDescent.scala:189,,800,1438267586283,1438267587986,1703,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1438267587992,1438267588145,153,True,
7,treeAggregate at GradientDescent.scala:189,,800,1438267588204,1438267589888,1684,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1438267589893,1438267590018,125,True,
9,mean at LogisticRegressionApp.java:93,,800,1438267590071,1438267593953,3882,True,
