Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438267281574,1438267292634,11060,0,0,0,
1,1438267292657,1438267580862,288205,1,1,1,
2,1438267580878,1438267582027,1149,2,2,2,
3,1438267582904,1438267586182,3278,3 4,4,3,
4,1438267586211,1438267588145,1934,5 6,6,5,
5,1438267588169,1438267590018,1849,7 8,8,7,
6,1438267590043,1438267593953,3910,9,9,9,
