Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440688451124,1440688456773,5649,True,
1,count at DataValidators.scala:38,,800,1440688457180,1440688605971,148791,True,
2,count at GradientDescent.scala:161,,800,1440688606055,1440688607045,990,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440688608454,1440688611079,2625,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440688611093,1440688611570,477,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440688611668,1440688612963,1295,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440688612969,1440688613133,164,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440688613191,1440688614433,1242,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440688614438,1440688614561,123,True,
9,mean at LogisticRegressionApp.java:93,,800,1440688614657,1440688617032,2375,True,
