Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438267853658,1438267862900,9242,0,0,0,
1,1438267862967,1438268178174,315207,1,1,1,
2,1438268178189,1438268180042,1853,2,2,2,
3,1438268181302,1438268186130,4828,3 4,4,3,
4,1438268186157,1438268189350,3193,5 6,6,5,
5,1438268189375,1438268192121,2746,7 8,8,7,
6,1438268192146,1438268197429,5283,9,9,9,
