Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438267853738,1438267862891,9153,True,
1,count at DataValidators.scala:38,,800,1438267863201,1438268178174,314973,True,
2,count at GradientDescent.scala:161,,800,1438268178251,1438268180042,1791,True,
3,treeAggregate at GradientDescent.scala:189,,800,1438268181419,1438268185652,4233,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1438268185669,1438268186130,461,True,
5,treeAggregate at GradientDescent.scala:189,,800,1438268186227,1438268188933,2706,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1438268188939,1438268189350,411,True,
7,treeAggregate at GradientDescent.scala:189,,800,1438268189409,1438268191997,2588,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1438268192002,1438268192121,119,True,
9,mean at LogisticRegressionApp.java:93,,800,1438268192178,1438268197429,5251,True,
