Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,13920,14027,107,0.7628146
1,823321,823718,397,0.048196107
2,64203,64305,102,0.15861908
3,65909,66096,187,0.2829218
4,66276,66391,115,0.17321625
5,61451,61511,60,0.09754353
6,65424,65465,41,0.06262889
