Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1440693969767,1440693987010,17243,0,0,0,
1,1440693987090,1440694781271,794181,1,1,1,
2,1440694781288,1440694827151,45863,2,2,2,
3,1440694828225,1440694882597,54372,3 4,4,3,
4,1440694882626,1440694936172,53546,5 6,6,5,
5,1440694936196,1440694981066,44870,7 8,8,7,
6,1440694981132,1440695036250,55118,9,9,9,
