Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440693969841,1440693987005,17164,True,
1,count at DataValidators.scala:38,,800,1440693987321,1440694781271,793950,True,
2,count at GradientDescent.scala:161,,800,1440694781348,1440694827151,45803,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440694828341,1440694881620,53279,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440694881634,1440694882597,963,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440694882709,1440694935855,53146,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440694935861,1440694936172,311,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440694936257,1440694980765,44508,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440694980772,1440694981065,293,True,
9,mean at LogisticRegressionApp.java:93,,800,1440694981159,1440695036250,55091,True,
