Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440555519705,1440555533043,13338,True,
1,count at DataValidators.scala:38,,1600,1440555533482,1440558207202,2673720,True,
2,count at GradientDescent.scala:161,,1600,1440558207322,1440558439236,231914,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1440558440653,1440558659975,219322,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1440558659991,1440558661014,1023,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1440558661157,1440558910361,249204,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1440558910372,1440558911036,664,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1440558911123,1440559128376,217253,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1440559128385,1440559128946,561,True,
9,mean at LogisticRegressionApp.java:93,,1600,1440559129042,1440559353687,224645,True,
