Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440167599444,1440167607759,8315,True,
1,count at DataValidators.scala:38,,800,1440167608080,1440168068089,460009,True,
2,count at GradientDescent.scala:161,,800,1440168068167,1440168087932,19765,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440168089701,1440168111366,21665,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440168111380,1440168112001,621,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440168112103,1440168132335,20232,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440168132340,1440168132575,235,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440168132648,1440168153034,20386,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440168153040,1440168153203,163,True,
9,mean at LogisticRegressionApp.java:93,,800,1440168153255,1440168176826,23571,True,
