Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438281146798,1438281164216,17418,True,
1,count at DataValidators.scala:38,,1600,1438281164689,1438281882622,717933,True,
2,count at GradientDescent.scala:161,,1600,1438281882738,1438281941900,59162,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1438281943062,1438282008865,65803,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1438282008885,1438282011714,2829,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1438282011853,1438282075295,63442,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1438282075303,1438282075691,388,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1438282075775,1438282142771,66996,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1438282142776,1438282143421,645,True,
9,mean at LogisticRegressionApp.java:93,,1600,1438282143700,1438282212616,68916,True,
