Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,15451,15558,107,0.6877491
1,641095,641466,371,0.057836268
2,150700,150885,185,0.122609936
3,135722,135849,127,0.093486145
4,136779,136846,67,0.048960146
5,152645,152691,46,0.030126201
