Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,69738,69909,171,0.24460371
1,599601,600034,433,0.072162576
2,213145,213263,118,0.055330742
3,207883,207974,91,0.04375547
4,231348,231450,102,0.04406999
5,233412,233494,82,0.035118677
6,218747,218855,108,0.04934774
7,228618,228707,89,0.03891442
8,226110,226179,69,0.03050681
9,206677,206762,85,0.04111007
10,214924,214999,75,0.034883883
11,216139,216201,62,0.028677016
12,197888,197954,66,0.03334108
13,7690,7898,208,2.633578
